date_info,name,title,content,rating
Reviewed in India on 23 December 2018,Karan Gill,"Reliable, durable, budget friendly & simply amazing!","I am writing this review after about 6 months of use as most earphones i purchased under Rs 1000/- never lasted for even half a year.. Surprisingly these are still working well (*touchwood*) despite my rugged use.. Pros:. - Great external noise cancelation.. - Good clarity while watching movies. - Reasonably decent bass levels of the price. They wont let you down when the beat drops :P. - Being an Audiophile whose working for brands like Yamaha, Jamo Dynaudio, mission amd many more these are the best for music to hear ever subtle note however I have to keep in my that I paid 599 for these on a lightning deal which makes the superb value for money while listening to music.. - Gold plated connector pin for higher conductivity.. - Clear microphone quality over call or while recording a vlog.. - lightweight due to which they are not a burden on your ears and don't fall of your ears easily.. - Cable spread adjustable lock built-in.. Cons:. - Gold plating on connector pin is slightly wearing of after 6 months.. - There are better bass heavy earphones at this or lower price point. But this is very subjective to the genre of music you listen too. As to much bass kills the Mids & Highs. So you can call these headphones as balanced.. Conclusion:. Go for these if you're looking for a pair of branded earphone under 999/- with a microphone which will last you for a reasonable long time & have good quality balanced sound for movies and music.. If you found this review useful make sure to hit the HELPFUL button under the review.. Happy shopping. Gills Guide.",4.0 out of 5 stars
Reviewed in India on 1 May 2018,R.Sankar,Left speaker not working,Within one month left speaker not working. Waste of money.. Don't buy it,1.0 out of 5 stars
Reviewed in India on 15 July 2020,Samarth sharma,Don't think. Just buy!!!,Superb product!! This is my 2nd time buying these earphones. Before these I purchased Sennheiser cx 180 street 2 but in just 3 months the sound quality dropped to minimum. Had to switch back to JBL.. So here's the detailed review.... Pros :. 1. Sound : Too great. Had to put my sound bar to half. Quality doesn't lessens even at the max sound. Bass is superb too.. 2. Built quality : marvelous built. One thing I like about JBL is that they make slight changes even if the launched model is way old. Built quality has been upgraded. Only thing I wanted was L shaped lead but it's fine.. 3. Noise cancellation : great noise cancellation. You can totally rely on this. Once you put on everything will seem great about it.. 4. Ear comfort : fits too well. You won't need to adjust them once you've put them on.. Cons : apart from the normal shaped lead I didn't found any cons about it. It will last for more than an year and can even work for more than 2 years if handled carefully.. Hope this will help you decide.. Have a nice day!!,5.0 out of 5 stars
Reviewed in India on 26 October 2018,Anup,Value for money,"I have used a variety of earphones like boat, soundmagic, Panasonic, Sony, Flipkart smartbuy and few more. This earphone from JBL the c100si has clear sound and decent base.. Cons. 1. packaging is very average and the seal sucks because it can be easily tampered and yet go unnoticed.. 2. Bass loudness is average at best but is very clear though. this is definitely not for bass lovers. Its adequate but its not punchy like boat or Panasonic.. 3. Treble is a bit high at times and may get irritating. 4. No angled 3.5mm Jack, might be an issue for some.. Pros. 1. Excellent clarity all over the frequency range. 2. Decent build quality, looks like it will last for a year. 3. Mic is good enough for calling purpose.. Overall a decent product from a well known brand at an affordable price.",4.0 out of 5 stars
Reviewed in India on 3 March 2019,Imran Ali,MUST READ BEFORE PURCHASE TO CLEAR DOUBT,Better than boat 225 caz it does not loose easily from ur ear. No meaning of sound if u not comfortable with headphone.. I was suffering huge problem with boat 225 when it looses from my ear during normal walking. but it sound is too loudy .. C100si is low but has crystal clear sound. Also it fits easily in ear.. I am listening songs mostly at night while sleeping but u can not sleep facing your ear to pillow causing some irritation with C100si.. And with boat 225 It is anyhow not possible caz it has pole like length of lid and u feel pain.. I wanted to buy Sennheiser caz it is more good in respect of comfortablity but due to absence of mic ( which is necessary in PUBG) I forcefully buy C100si.,5.0 out of 5 stars
Reviewed in India on 25 March 2019,Nitin,Could be better,"I will start with my personal experience, i used almost all the earphone product mostly which is branded and known in market. I am comparing here few earphone which i loved listening and came to comparing.. Surprisingly there's hardly any review explaining about performance in long run and comparing earphones with similar ones available in market.. Earphone used from good brands under budget of Rs 1000/-. **Evidson B4 in-Ear**, **JBL C100SI**, **Skullcandy S2DUYK-628**, **Sennhesiers CX180**, and **Boat Bass Heads 225**.. I would be comparing all these 5 earphones in this review.. **You get a "" L "" shaped connector in these earphones, so note that.. **. I am dividing this review in several subtopics directly stating my user experience and stating which is the Best earphone in that subtopic, personally used these earphone for more than 48 hr.. ** BUILT QUALITY :**. ------------------. ● **Evidson **- Small rounded braided extra durable strong cable with stylish chain style extend to 13–15 month of usage without any doubt.. ● **JBL **- Small round cables, shredding off after 7-8 months of moderate usage. Plastic housing doing great so far.. ● **Skullcandy **- Small rounded colourful cables can extend to 10–12 month for rough usage. ● **boAt **– Small rounded Flat cables which is tangle free in true sense. Metal housing holds up good, but colour sheds off after 5-6 months. Perfect ""L"" shaped connector which is apt for using with laptops while resting.. ● **Sennheiser **- Small round cables, holding up good after 1 year of rough use. Plastic housing has become slick, as rubber coating on it has shredded off. Perfect ""L"" shaped connector which is apt for using with laptops while resting.. ** ●● WINNER- boAt (flatcable & stylish) & Evidson (durable strong cable) ●●**. ** COMFORT :**. ------------. ● **Evidson **- comfortable enough for long holding in ear in any position.. ● **JBL **- Comfortable enough in upright position. Slightly uncomfortable using while resting, as these have offset opening.. ● **Skullcandy **- Difficult to extend for more than 3 hr.. ● **boAt **- comfortable enough when used while in upright position. These are VERY UNCOMFORTABLE when you use them while resting on couch or bed for watching movies or so. Has very long earphone head.. ● **Sennheisers **- Comfortable in both the position. These are apt for long duration usage.. ** ●● WINNER - Evidson ●●**. ** LOUDNESS :**. -------------. ● **Evidson **- able to handle 90% of volume without any sound issue, crystal clear sound.. ● **JBL **- Good sound with 80% volume.. ● **Skullcandy **- Better than JBL and Boat can judge with senheisers.. ● **boAt **- tends to distort above 75% level of volume.. ● **Sennheiser **- tends to distort above 75% level of volume, but has greater sound level of all.. **●● WINNER - ****Evidson ****●●**. ** SOUND QUALITY ( Bass, mids & lows ) :**. ---------------------------------------------. I noticed that all of them have almost same Mids & lows, which are strong & Crisp. But bass levels are different.. ● **Evidson **- New generation earphone with matching with Sennheisers, bass lovers can try this for a change.. ● **JBL **- has least bass of all, I felt treble is high in these.. ● **Skullcandy **- Can’t judge enough overall good.. ● **boAt **- has average bass, I am very disappointed with it, since these earphones are marketed as bassheads.. ● **Sennheisers **- ton of bass and when used proper eartips, its just a treat for bass lovers.. **●● WINNER - Evidson, Sennheisers ●●**. ** SOUND QUALITY OVER CALL :**. ----------------------------------. ● **Evidson **- Superb voice clarity while riding bike for short or long trip, there is no echo feels good noise cancellation.. ● **JBL **- its quite average and has maintained the quality over a year now.. ● **Skullcandy **- Can’t judge enough overall good.. ● **boAt **- I noticed in early few months, quality over call was great, but started to deplete after 5-6 months. But its still good, not as good as new. Noise cancellation is good and noticeable by person on other side.. ● **Sennheisers **- their NO microphone, lol :P. **●● WINNER - Evidson ●●**. ** CUSTOMER CARE :**. --------------------. ● **Evidson **- 1 year warranty, didn’t had issue after crossing 1 year. Friend took earphone he too didn’t faced enough issue.. ● **JBL **- 1 Year warranty. Had issue with one ear piece and was replaced within 2 weeks after contacting nearest service center.. ● **Skullcandy **- 1 Year warranty, earphone wire connection issue after 1.5 year.. ● **boAt **- 1 Year warranty. Had no issues till date, so didn't got chance to check it. But some of my friends who ran into issue had mixed experiences.. ● **Sennheisers **- 2 Years warranty.. **●● WINNER - Sennheisers ●●**. **Design :**. ● **Evidson **- Stylish metal with design border, durable wire. Dual colour blue, red combo with black.. ● **JBL **- Colour earphone looks weird.. ● **Skullcandy **- Colour earphone better than JBL.. ● **boAt **- Colour earphone better than JBL, Skull, Senh.. ● **Sennheisers **- Don’t even talk about this colour and looks. ahhh. **●● WINNER - boAt , few may like evidson but only 2 colour available●●**. ** Product :. ** --------------------. ● **Evidson **- Proudly say make in INDIA. ● **JBL **- U.S. ● **Skullcandy **- U.S. ● **boAt **- hasn’t revel their manufacturing unit or exact base location. They have two promotion units i.e. **Imagine Marketing Private Limited - Goregaon (E), Mumbai **& **Broadcast Media Vision Pte Ltd – Singapore. **When u see the box it says **Made in China**. ● **Sennheisers **- Germany. **●● WINNER - Evidson ●●**. ** CONNECTIVITY :**. ------------------. All the earphones have 3.5mm connector and works perfectly with both android and iOS devices.. ** VERDICT :**. ----------. I don't think I need to explain anything else now, since I mentioned all the points of all these earphones. To sum up, I am going with **Evidson **rest upto u.. Hope this review helps you make sound decision.",3.0 out of 5 stars
Reviewed in India on 27 September 2017,Rorschach,3rd class itom,3rd class product from jbl😡. build quality nd sound quality is very poor. Bass is very low..and 1 ear tip is missing...i want to return this but no optionfor it. Guys dont waste your money for this crap.,1.0 out of 5 stars
Reviewed in India on 9 June 2018,Manish Kumar,Overall good but three problems with it.,"This is a solid earphone. Although I don't like the sound quality over Sennheiser cx180. But since it has mic and I wanted to play PUBG mobile so I am satisfied with it.. Second thing I don't like about it is the design of earbuds. They are always falling out of my ears. I had to replace the ones with a pair from Samsung.. Third, the cable is not durable. I must clarify that I use earphones extensively with my smartphone. The cable of this earphone is broken from the joint near headphone jack. Even though it's been barely six months.. I am not satisfied with this.",1.0 out of 5 stars
Reviewed in India on 20 October 2018,Indraja Naik,Amazing experience,"Firstly,I would thank Amazon for their timely and hazzle free delivery.. Comming to the earphones, I am using them since last 1-2 months and the overall experience is just what I expect from a JBL earphone worth Rs. 800. Sound quality, material quality and durability is perfectly what I had hoped for. They come with a mic so that is an advantage which makes them a complete package earphone to buy in this price range. I believe most of you know JBL is a brand and hence it goes without saying that it would offer the best in class products. So its a very wise option to buy in this prize range.",5.0 out of 5 stars
Reviewed in India on 29 April 2019,Himalayan Rony,AMAZING headphone... I Loved this[:*],I Bought this headphone for one of my friend and she is very happy with its AMAZING sound quality.:). It a better choice to gift this product to your music lover friends.. Go for it..,4.0 out of 5 stars
Reviewed in India on 8 January 2019,Amazon Customer,Sound Is So Loud it make you deaf,"I was used it for 5-6 Days.. Their are 2 outputs based on my experience.. 1. When used it Slightly Loose in ear :- i felt Treble/Vocals was so high an no base either you listen music or on call.. During calls over night (2hrs) use my family member were easily able to listen what other person speaking on call.. after use it make me deaf for shorter time and whole night and next day it cause me headache.. 2. When used fit in ear.. You feel high base still Treble are here, I felt it that my ear drums was poping.. I listened music continue for 30 mintus using YouTube, Goolge Music , Mi music, different Phone but result was same. When i removed it from ear it cause deafness for some time and drowsiness and pain in ear. Over call still high vocals. Same result for Si200 model but base is lacking and clear audio",1.0 out of 5 stars
Reviewed in India on 7 April 2019,Ajeet kumar,"Costly, but worth it😊👌","Pros:-. 1.Excellent noise cancellation for this price range. And if the music is on, you won't be able to listen majority of things going on outside. Even in great traffic, it cuts the noise to half of the original intensity without any music. With music,it cuts off the noise upto 97%.. 2.Sound is perfectly balanced.It was a great experience to listen to all the genres with it.I had absolutely no problem with it. It's been a year now since I am using them and they are still perfect man!👌👌👌. 3. Mike is located at the perfect spot and has a good power if catching sound. The mike button also works pretty well.. 4. Have recommended it to all my friends and they loved it too.. Con:-. This may be only in my case. Because my ears are the smallest ears to be found(according to my family and friends)😄😄😄 and only the smallest size of ear buds fit in my ears. And I didn't get the smallest size of earbuds with this earphone.So, had to arrange it from outside.. That's not a big issue as it seems. But lemme tell you, if the earbuds are not fitting perfectly inside, then, audio experience and the noise cancellation property, all goes in vain because your earphones would be falling out of your ear every now and then which is very irritating.. 2. And being from a middle class household, Honestly it was a bit costly for me🙄...but i saved money and purchased it.No regrets for that. It's awesome.But to prevent any damage to it,I covered it up with cover(spiral wires).. Otherwise, no problem at all. It's the perfect earphone in this price range👌. Totally happy😊",5.0 out of 5 stars
Reviewed in India on 25 September 2018,Sachin Sangle,Don't Buy JBL....!!!,JBL has only 7 Service Centers in India....!! Earphone is not working right now so I have to travel from Pune to Mumbai to replacement ?? Check the service center list before buying any JBL product.... Worst customer care experience ever...!! took me more than 30 min. to connect with customer care....!!,1.0 out of 5 stars
Reviewed in India on 3 October 2020,SANDESH SHAH,Extremelly poor service from JBL,"I bought a pair of JBL earphones on 21/5/2020. It worked perfectly for a few months after which the left side of the earphone stopped working. I launched a complaint @ JBL for the replacement. The customer care gave me an address, which was far away from my house. They said it was the only center in Pune for the replacement of the product.. After reaching @ the given address, I was told that the concern facility that they had stopped the service of JBL since past two months & they have even informed JBL about it but JBL didn’t changed the address @ their portal. After having wasted half of my day and getting such terrible service, in fact no service at all I had no option but to inform JBL about their employee’s grave misconduct. I requested to speak to their manager but instead of transferring my call they kept it on hold for more than half an hour.. It was a hideous experience for me. I do not recommend you to buy their products as the after sales service is appalling and careless to say at the least.. The customer service is supposed to be there for the customers benefit and not for making them roam all around the city just to exchange a product which stopped working in a couple of months which was well within the warranty.. I have made a decision that, now onwards I will not be buying any product of JBL. Guys, pls be careful while buying anything of JBL.",1.0 out of 5 stars
Reviewed in India on 13 July 2019,Paona Hijam,Comparing with CX180 & SONY MDR-EX150AP,"After using this with SONY MDR-EX150AP and CX180.. Sound qulity: cx180 lil bit driven by clarity, jbl lil bit driven by base, prefer sony because it has right proportion of base and clarity.. Mic: cx180 doesn't have mic others two have.. Durability: cx180 don't even last 3 months. One side stopped working, though I had repaired I was not satisfied with the durability. Sony and jbl are still working fine. Will have to see, both seems durable.. Comfort: Normal use SONY feels more snuggly and comfortable. JBL comes out often while you are using(I tried changing the bud with lil bigger one but it feels uncomfortable, I'm using with spare bud that's included with my sony headphone and now feels ok). CX 180 fits and feels well but not upto the mark of SONY but while sleeping CX180 is more comfortable because of its less protruding design.. ***JBL- Other nearby people can easily hear what you are listening (slightly better when used with sony buds). Price: JBL wins.. So you decide.. Update:. JBL stopped working both sides after 10months.",2.0 out of 5 stars
Reviewed in India on 6 November 2020,Ajit Upadhyay,a fake product,The headphone I received was not a genuine JBL product. The sound quality appeared like fake JBL headphone sold by street-vendors. I have an old JBL headphone of same model and there was stark difference in overall audio quality. Never expected this kind of product quality from amazon seller. I have requested a replacement and hope that I get a genuine JBL product.,1.0 out of 5 stars
Reviewed in India on 1 October 2018,Kelly Winter,Very good Sound quality,"Perfect birthday gift to music lover.. Sound quality are awesome. It s very comfortable and work perfect for listening for long hour. Bass quality is super.. These are some features of this =. JBL Legendary Sound. Powerful Drivers deliver thumping Bass. Lightweight and Comfortable with 3 sizes of ear tips that are included allow you to choose a size that gives you the most comfortable listening experience even for longer listening periods. One-button universal remote with Noise cancelling microphone: Answer and manage your calls effortlessly, with the touch of a button. Compatible With Android and iOS devices (Mobile, Tablet, Laptop & Audio Player). Cable length: 1.2M. Gold Plated 3.5mm jack with 1.2m long cable. 1 Year Replacement Warranty Customer Care on 1800 102 0525. Frequency Range: 20-20kHz. Impedance: 16±3.2 ohms. Driver sensitivity: 100±3dBSPL, 1mW. Maximum SPL: 5mW",5.0 out of 5 stars
Reviewed in India on 25 December 2018,Nikhil Bagul,Simply Awesome...!!,Headphone review. 1. Packaging good. 2. Made of premium quality plastic. 3. Very comfortable no pain in ears after using it for 2 hours. 4. Noise reduction is very good. 5. Bass is little less but trebble is quite good and very balanced voice.. 6. Very good branding.. 7. Mic available. Bad thing is wires are not tangled free and JBL should provide a pouch to carry.. Otherwise better than Skullcandy and Mi basic earphone. If you don't need mic go to Sennheiser.. Overall satisfied with the product...!!,5.0 out of 5 stars
Reviewed in India on 10 September 2018,Ashwin Shriyan,Worth the price!,"Good product for the price. Good sound quality, enough bass and not so harsh top end. Seems durable too. Highly recommended for rough usage. Plus, it has a mic and a button for play/pause. Would definitely buy one more if current one stops working.",5.0 out of 5 stars
Reviewed in India on 19 November 2018,Subhajit,It is definitely worth the money spent.,"I am actually this product (earphones) continuously for 20 hours a day (be it listening to music, or talking) and I am fully satisfied the quality of sound it is providing. Actually the best one can have in this price range. Even in crowded place or wherever I go, it provides me full satisfactory audio quality, and smooth experience. It fits into the ear so finely (and light weight) that I didn't have to bother about it or put it off while I am in bike or cycle. So, basically, it is worthy my money and I am writing this as a satisfied customer of this product. Thank you Amazon.",5.0 out of 5 stars
Reviewed in India on 5 September 2020,Vignesh,"Such cheap quality wires, product arrived ok","I have been using this for about a week now, and it is already not working at times. A heavy object was placed over the product, I agree, but I am sure any product has to be sturdy enough to withstand some pressure. I have to throw this away in another month or so because the quality of the wire is so thin that even a minor mishandling of the wire will mean you are losing the entire money spent on the product.. After purchasing cheap earphones for many many years, I decided to buy a branded product. I feel this is not worth it, buy an inexpensive product, comes under your computer, throw it away and buy the next one if you want to buy a product and treat it like a reincarnation of god because it is so feeble in quality is not my cup of tea.",1.0 out of 5 stars
Reviewed in India on 13 September 2020,mona,No active noise cancel feature. They are duping and cheating customers.,"Noise cancelling not working. Other party can clearly hear my tv sound, my kid shouting.while on call...jbl just making people fool by saying active noise cancelling technology but what is this_ other party can clearly hear all nearby sound along with my voice. Planning to file a legal case against this since they are duping, defrauding customers.",1.0 out of 5 stars
Reviewed in India on 12 October 2018,Amazon Customer,Great product for such price..,"Earphones are good. I got it by an offer costing me worth Rs549. Bass is good but not great. As you increase the volume, you will feel treble taking over the bass. The earbuds fit perfect. Got 2 extra earbuds set as per ear size. Material is good. The length is more than sufficient. I am happy with the product as i got it in less money and its performing great at this price. If you want this to work even better, then use bass booster app. You will feel real bass then. After installing the app, bass is far improved and treble issues are also eliminated.",4.0 out of 5 stars
Reviewed in India on 22 October 2018,Amazon Customer,Worst quality and service centre,"Totally disappointed by the quality of earphone. It did not even stand for one year. One of the earpiece is not working.And above all that they have worst service centre in Hyderabad. I don't understand how can they tied up with a service centre (Sri Sai communication) which has got so many bad reviews, don't they are worried about their reputation. I lost my money. I had a high expectations from JBl and Amazon.",1.0 out of 5 stars
Reviewed in India on 26 October 2019,Akhilesh Das,Name is not everything,"Well it's brand is popular, but it too has pros and cons:-. Pros---. *Crisp sound quality. *Mic is excellent like mics of Samsung. *No distortion even at 90-100 volume. *Enough loudness. *Noise cancellation is good at that price. Cons---. *Bass is not up to the mark treble is relatively high. *Wire is also average gets tangled, but is manageable. *No clips. That's all thanks for reading, tag it helpful if you liked.",4.0 out of 5 stars
Reviewed in India on 18 January 2019,praveen,Not Durable,"Here i mention few points about the product,. 1. Packing is good.. 2. wire is delicate, which may get teared soon.. 3. not having "" L "" shaped connector, due to this many times earphones get disconnected while keeping in pocket.. 4. Will be good only for music tat to with less bass sound .. 5. No option to receive the call in headphone, even if we receive manually the sound is low.. 6. After successfully using for year, i put it to dustbin as only right side headphone worked.. Suggested product: boAt BassHeads 225",2.0 out of 5 stars
Reviewed in India on 18 October 2018,Meet,All Rounders,"One of the best earphones to have in the budget segment. I've used a lot of earphones and I personally felt that these are a complete all rounder.. The bass may seem a bit letdown, but a bit of boosting and tuning from your phone's app will surely help.. Perfect for use as daily drivers.. Ample of punch, clear vocals, good treble, okayish bass, great noise cancellation considering the price point and it comes with a mic!. A must buy if you're looking for a good pair of earphones in budget.",4.0 out of 5 stars
Reviewed in India on 26 January 2019,Ananyo,Everything that glitters is not Gold !!!,Overall judgement:. Audio quality: 3/5. Bass: 2.5/5. Built quality: 2/5. Mic quality: 3/5. Cable quality and durability: 3/5. Comfort and ease of use:1.5/5. The whole ear phone is made of plastic. Durability is not that good. Sound quality is not up to mark. Could have been a hell lot better. Not a good option for bass lovers (ideal choice would be Sony MDR XB55AP). Although for regular use it may be okay for some customers. Cable gets tangled frequently as this earphone doesn't come with a flat cable. The most disappointing factor is that it does not fit well inside your ears. It's quite uncomfortable and feels like taking out of our ears just after 10 mins of usage. Mic quality is okay but not that good. The person on the other side would not be able to hear you loud and clear most of the time even if you are indoors.,2.0 out of 5 stars
Reviewed in India on 29 July 2018,Munzer,Best budget earphones,"It's a good product. The sound quality and build quality is amazing for just 1299. Wait for amazing offers. I got it at 699 (46%). Just buy it, don't read the reviews that regard that the product is bad. I think that this earphones are the best budget earphones. Even many big tech youtubers tell that these earphones are good.",5.0 out of 5 stars
Reviewed in India on 10 April 2019,Avinash,Perfect Earphone for the Price,"I got them for around 600 and i think the price is completely justified.. You get a 1 year warranty and JBL will always be upto the mark when it comes to the service.. The sound quality is good, you get 3 size of ear buds, which helps when u loose one the end.. They have worked fine for 9 months then, i went to the service centre and they replace the same.. The earphones are perfect and they wont dissatisfy you at any time",5.0 out of 5 stars
Reviewed in India on 30 May 2020,Parash Deka,Comparison of JBL c100si with Realme Bud 2:,"Today I would like to compare it with Realme Bud 2.. In terms of build quality Realme slightly better. Realme is 1inch longer than JBL c100si. But Realme gives 6 months warranty and JBL gives 1 year warranty. Both has mic. But JBL has one control button and Realme has three buttons, one control button and other two to increase or decrease volume. JBL hasn't any rubber band/strap to organise it's cable. Realme cable are braided nylon cord whereas JBL use normal rubber material cable. Though both are tangle free, but Realme is better in terms of cable quality and to manage it's cable than JBL.. Now comparing sound quality, I found JBL far better than Realme. Many YouTube blogger said that Realme sound is best in ₹600 -700 price range earphone segment because of it's 11mm driver. They gave better position to Realme than JBL. Though Realme has 11mm driver, but it's sound is noisy. JBL sound quality is smoother than Realme. Bass and treble everything is clear and the sound doesn't disturb your ear. I can say it sounds like Sony music system. You will surely love to listen music with JBL c100si earphone.. In terms of fitting, both are good. But JBL has little bit edge over Realme because of it's shape. And Realme is slightly heavier than JBL.. Regarding call quality, I didn't find any difference in call quality in either of these earphones. The sound is clear in both ends.. Hope this review will give you a clear idea to choose the right one...👍",5.0 out of 5 stars
