date_info,name,title,content,rating
Reviewed in India on 2 November 2018,Vineet Thakur ,Price vs quality vs performance,"Starting from pricing according to product quality product is excellent in this price point cost is too affordable and according to the cost they are delivering much better.. Quality of material can much better on this little bit more effort required from brand end.. Performance is overall good if you like boomy sound, for bass lover this is the perfect product at this price point.. But if you audiophile than this is not product for you. Lacking in sound vocals and mid level it is not perfect, but yes you cannot expect that audiophile sound from this price point.. I am testing this after lot of recommendations yes some extent it is perfect but not up to the mark.. Anyway I am very found of music is like addiction for me.. Whenever I listen to the music it will take into the flashback in some time it gives me anergy and motivate me.. But yes most of the time whenever I listen music the frames of the girl I liked the most take me with her assumptions.. I liked her like anything, but thing is that whenever I like someone beyond the expectation always ditch me.. In short I am the king of bad luck in this.. Starting I don't like her she is not that attractive in ist impressions. But yes when I know her completely she is the most beautiful girl in this earth I ever found of my life.. Very frankly guys lot of girls will be in my life, but yes it is all time pass I never be serious the way I with her.. I am still confused BTW love luster and affcatuion, may be it temporary feelings or my serious love or lust I am still confused.. But yes I like her like anything I want her be in my life.. Considering my situation it won't be possible as I am already a settled man. But still I was hopeful. All the time I was thinking about her.. And Frame in mind that she also like me may be she is or she was not.. But I am still confident that she liked me but may be expressing my feelings with her the way proposed her totally wrong.. Ahh the moment let me share with you guys she was with me and hole day I spend with her that was my sweetest memories in my life and the finally come up with the big moments.. We were about to go to bed let me clear we both are going to sleep separately yes the moment I offered her to keep water with her and it's time say good night guys.. But the moment I told he that I want a kiss ahhh she nervous like anything and I am also guys belive me the feeling is like that I am offering or proposing some to for kiss some ist time. She is not even the position of saying something she told me what and I told her sorry I left her and came into my room.. I am nervous about her reaction and confess her sorry no of time on WhatsApp but she didn't even reply.. Whole night I will awake and very stressed.. Morning she came my room with the cup of tea no conversation BTW us.. She was angry on me finally I told her sorry face to face.. She started scoaltin me like anything this is ist ever worst experience in my life.. But yes I am very egoistic guy everyone told me but I never even mind her anything she told me don't take any stressed go and back to you work.. She told me that she made a lot mistake in her life.. I know her past she was love in some man.. Who is more than double age of her yes she liked him like anything considered all the things I still want her to be in my life.. Her behavior totally changed as earlier I know her, she behaved me I feel some time enforier, but anyway I am still in love with her.. Lastely she told me that she never liked me that I don't believe may be this is my wrong assumption but yes it never me in my life I am very good predictor.. May she was fed up with previous things or she want to settle in her life.. My best wishes with always her I want that she will be the happiest person in her life.. I am little with jealous with that luck man who is supposed be coming in her life but yes lot of regards of her is on me.. Beyond the expectation I am hoping her best future and she will be very good wife lovers caring.. I like her nature like anything may this was the reason I love her oh still I love her.. Knowing unknowingly I heart two three times, please accept my deepest apologies.. And surely will be together in this like of May be in next life.",5.0 out of 5 stars
Reviewed in India on 20 May 2019,saurabh shukla,"Good for it's price,but little uncomfortable for long period","Awesome product, according to it's price,bass is okay , sounds are good, vocal are ok,,. I ordered both boat rugged v3 cabel and boat basshead 225, to be honest, it's very uncomfortable due to it's straight design, I've used sennhiser cx 180 which is far more comfortable than this, pouch which came along with it is also of great quality",5.0 out of 5 stars
Reviewed in India on 25 December 2018,Chiro,It's awesome,"In short: It's awesome don't think twice before buying it.. In long:. Quality- 10/10. Very high quality materials are used in it. Headphone jack is gold plated and the connector is very sturdy. Plastic quality is also great. Sound chamber is made out of metal. Wires don't get tangled, unlike some of it's competitors it also uses flat cables but unlike them it doesn't get tangled at all.. Durability-10/10. After using it 6 months continuously and meticulously, all I can see they're like tanks and are very sturdy in nature. Even after having few accidents with them they're more or less in pristine condition.. Audio- In this category it'll score out of the boundary six. Noise cancelling and audio output of the headphones are boon for every audiophile.. Comparison- Between it and a Xiaomi Headphone, the difference is night and day. It's hands-down a miles ahead of the Xiaomi.",5.0 out of 5 stars
Reviewed in India on 12 October 2017,Vignesh,Perfection in design and quality!!,"Better than expected! Great Indian product, very clear and bass is super. Due to high bass, peak volume makes more sound which can't be avoided in this type of earphones. Long quality cables. It's slipping from ear as it has more weight in outside, it's required for high bass earphones. That's the reason, ear hook is given along. Buttons and mic is good.",5.0 out of 5 stars
Reviewed in India on 20 July 2019,Abhinav Choubey,3.8 out of 5,"Previously I was using sennheiser earphones. For a change I bought this product. Overall I am happy and satisfied with this product in terms of sound quality bass quality and mic. It is definitely value for money.. I am not sure about reason but I feel uncomfortable while I use during running or walking or in sleeping posture may be cord is long and earbud designed in a way so sometimes difficult to adjust otherwise if you are in sitting posture, it is comfortable. I would rate 3.8/5.",4.0 out of 5 stars
Reviewed in India on 23 December 2018,Jay S,Don't waste your money !! Don't know how it got rave reviews,"This earphone is not even worth Rs.99/-. I cannot believe all the rave reviews this product got !!. It has sub-standard sound, no sound stage to speak of, a tinny muddied sound and bass is just an echo. All the frequencies are bunched up together. If Amazon would allow me to return it, I would have done it in a heart beat. Buy a Sennheiser of an MI Earphone.",1.0 out of 5 stars
Reviewed in India on 19 September 2018,Anuj Agrawal,"Decent product, good sound quality, less comfort level","Pros:-. 1_ Sound quality is decent, bass is upto the mark.. 2_ Wire material is sturdy and strong.. 3_ Non tangling earphone.. 4_ You get extra earbuds(3 pairs).. 5_ Earphone with microphone, has button for track change and pause/play.. Cons:-. 1_ Overall the Earphone is a bit heavy.. 2_ The wire seems to be longer than an Earphone should have. It sometimes gets stuck. I am a fairly tall guy and still I find it long.. 3_ Not the most comfortable earphones. Earbuds don't properly adjust in ears, and the rubber hook(or whatever it is called) leads to ear pain.. Edit:-. So due to the length of the wire, one day my earphone's wire did get stuck at a table corner and broke. The wire got detached from the microphone. Although I registered a complaint, and they picked up my product to get it repaired, and later called me to say that they don't repair it. They will just replace it if warranty conditions are fulfilled. So a 600 ₹ practically flushed down the toilet.",4.0 out of 5 stars
Reviewed in India on 8 November 2018,rajesh,not a worth product to try,"this is not a worth product to try even due to following reasons :. 1. it is very bulky in nature for a ear in phone. 2. the ear piece is not comfortable for a normal size ear , so feels very uncomfortable on the ear.. 3. the sound quality is just ok, and the other person may not hear you properly.. 4. there is no option to pick the call from the earphone, as no button is available on the earphone. there is one positive aspect also with these earphone that they are really rigid , so probably lasts long as compared to normal fragile ones.",1.0 out of 5 stars
Reviewed in India on 20 February 2019,Karan Gill,Good Product. BUT..,"BUT #1. Been using these since 2017 but they had earlier died within 5 months of use. Lucky the one year warranty helped me get them fixed. The company actually gave me a replacement as the left ear piece just wouldn't work.. BUT #2. The earphones are HEAVY..! This is because of the metallic body and the weight of the drivers of the earphones. So forget about wearing these in the gym or while running. They fall ALOT during vigorous activities.. Now let's get to the good part... The BASS.. Omg is simply.. Love! I couldn't believe the level of low end for the price and size of these earphone. The mids are good but the highs lack definition, which is alway the case with cheaper bass heavy earphones. However I purchased these with a purpose to watch movies & enjoy my bass heavy music. These were not bought to enjoy every track in high quality. When I am on the move I need heavy bass, loud volume, a quality microphone and reasonably decent audio clarity at an adorable price which this product delivers spoton. The cable is tangle free which is very handy.. For whenever I wish to evolve myself in high quality music, I plug in my Bose to enjoy the audiophile experience but the price points are very different to compare.. Conclusions - If you're some who watches alot of movies on the go, listen to the new trending music which is especially bass heavy and need a decent microphone for your phone call.. Buy this with confidence!. If you found this review useful kindly hit the HELPFUL button below.",4.0 out of 5 stars
Reviewed in India on 18 May 2019,Aniruddha Sahoo,Read ! Definitely must buy?,Considering the price the Bass is actually quite good.Talking about treble its above average you won't need to worry if you are a bass lover! Mic is Good Enough . Build quality is just awesome as its having metal Casing and a durable enough flat cable (if cared properly).Comfortenes is where i feel it can be improved as its slips out sometimes because of its weighty body but it can be fixed using wings.. My email- ani05official@gmail.com,5.0 out of 5 stars
Reviewed in India on 30 January 2019,Babita Hembrom,"Marvellous and satisfactory earphone, must buy","I have heard a lot about BoAt earphones and it sounds great..just like it's name. I was eagerly waiting for this to experience how it's functionality actually will be. I got the exact (neon lime)colour earphone that I was expecting. Delivery was on time.. The packaging inside comprises of. - 6 neon lime colour and 4 black colour. earbuds of different sizes.. - one wing tip and a clipper. Along with that a 1 year warranty card.. The best thing about this product is the earphone Jack and a flat wire which in turn results in less occurrence of tangle.. About it's performance, it delivers a super bass quality sound. It fits properly on ears, so no complains till now. It feels awesome to listen as the quality of material along with the clarity in sound makes it different from other earphones. Hope it will last till long.",5.0 out of 5 stars
Reviewed in India on 23 October 2018,Kumar Abhinav,Best cheapest headphones for pubg mobile,"This is my second earphone my first one was same of the same color. I just pulled the wired of the first one it lasted for 2 year. BOAT products are too much durable and I just love their bass and under 799 this is the great product and this product is better than jbl C100SI one. The sound are crisp and bass is boosted.. pros_-. More bass. Gold plated jack. microphone has a good range of capturing audio. Microphone just cancel the outdoor noise in most cases.. Vocal are good. Tangle free cable. And most Important. Pubg sounds are very clear you can play PUBG monile with this headphones. Cons-. Driver unit is a little bit heavy But for me it doesn't create a problem because i have used this product for 2 year.. Vocal could be more clear.. My overall opinion-. As i have used this product for 2 year My opinion will matter,. This product is durable and 200% worth the money. I recommend this product to everyone................ specially PUBG lovers :}",5.0 out of 5 stars
Reviewed in India on 22 October 2018,Ragav,"Impressed, esp. with the customer service. And that's rare!","I'm really impressed with these earphones. These are one of the few ones that have lasted for such a long time, close to a year, that too with rather loose maintenance care.. But what I am most impressed with is the customer service. The earphones did develop an issue with the mic volume being rather low. I wasn't actually sure if I should go for the warranty or just get a new one since it was so close to the warranty expiry. But I took a leap and contacted customer care regarding the issue and they promptly arranged the replacement at no cost to me. I am seriously impressed with this. It's the first time I'm seeing this in India.. So kudos to BoAt!!! I'm definitely looking you up the next time I need audio stuff.. PS - and with the price I'm even more stunned! Can't go wrong with these!",5.0 out of 5 stars
Reviewed in India on 23 May 2019,Prateek Roy,Overall Sound Quality Worth the Price ?,"Once your original apple earpods are out of warranty and one of the earpiece stops working you will literally start to worry what to do next ,coz investing 2.5k bucks for warranty of just 1 year will certainly not be a great alternative to invest but then the question comes do we need to compromise the sound quality ???? well to answer these kind of questions, BOAT BASSHEADS 225 with MIC is definitely your answer considering its price and sound quality. Now lets talk directly about the pros and cons of it .. Pros:--. 1. Quality Sound --- Yes But with few exceptions. 2. Pumping Bass --- Yes but with a condition and that is you must Download the song with best quality possible and Volume level must be atleast 50% - 65% only then you will feel it but since its common for almost every earphones so not a big deal even APPLE EARPODS NEEDS IT. 3. Noise Cancellation ---- Definitely Yes. 4 Comfort ---- Great , can be used even if laying on bed, no issues at all. 5.Durability --- Actually Good with Tangle Free cable. 6. Inline Mic --- Works Perfectly with its Multi Role Button. Cons:-. 1. Weight - Slightly Heavier as compared to other earphones but not like some reviewer has mentioned like it keeps falling always , you just need the right earbuds and to add further extra hooks has been provided but then not recommended for workouts specially if you are doing cardio excercise.. 2. Looks--- Not SuperCool But then its manageable. 3. No Volume Control.. 4.After Prolonged use of regularly for 2-3 hrs for 2 months ,u may start feeling little uncomfortable and slight pain but again if u use it alot like me. Overall Verdict - Definitely Go For It considering the price and the sound quality also if you want MIC And can Ignore the Volume Control Buttons, I can say its a good alternative for apple earpods and as long as Boat keeps making these kind of products within these affordable prices i dont have to shift back to earpods.. I cant say about the after sales service since i havent encountered any problems yet.. Hope This Helps.!!!!!!",5.0 out of 5 stars
Reviewed in India on 7 March 2019,Sachan.Rishabh,Price is too high as compare to quality.,I am reviewing it after 8 months usage.. Durability:- First one stopped working so I contacted to manufacturer and they replaced it . They took more than 10 days to replace it which was pathetic because I had to buy a new earphone for the meantime. In the meantime I purchased Mi earphone at rs.399 only which is cheaper than this earhpone and quality is better than this.. Sound Qaulity :- After 15-30 minutes regular usage you will feel uncomfortable because it starts paining due to it's design.. Material Quality:- Material is good but it doesn't matter until you get great experience with sound quality.. Overall I am not happy with the quality. It's better to go with other earphones in the range of Rs.350-Rs.400.,2.0 out of 5 stars
Reviewed in India on 26 October 2018,Saliim XYZ,"Durability , Thats I what I liked the most","Normally one earpiece of my ear phones goes bad in 3-4 months , Even the expensive one from big brand who claim to be "" the first company of sound engineers "" did not last for more than 6 months, But this has been working absolutely fine for me and there is also no degradation in sound quality and clarity ... ::RECOMMENDED::",5.0 out of 5 stars
Reviewed in India on 23 January 2019,Sujayeendra K,Worthy for money,"Good build quality, best sound quality, high durability and worthy for every penny.",4.0 out of 5 stars
Reviewed in India on 20 February 2019,Rajeev,Very inconvenient to wear..but sounds good,I have to say I am really annoyed with the purchase..the fit is very uncomfortable..I tried all the six pai uprs of ear buds.. nothing worked for me..if you even move a bit the ear plugs falls off.. so please try any other brand... Edit:- after a month I still couldn't find a way to make it work..it keeps falling down.. please avoid this piece..I tried 1more piston it was slightly expensive than this but really awesome to listen and very comfortable.. going to get one soon.,1.0 out of 5 stars
Reviewed in India on 13 October 2018,Sayan Bhowmick,Good earphone with killer bass,Sound quality is good at this price point but it's not the best.. Bass is killer but highs & lows are little bit fussy.. The earphones are made of metal so it's a bit heavy.. According to the durability it has a L shaped 3.5mm jack gold plated so it's gonna last long if someone is a heavy user or roughly use the earphones.. All over good earphone to buy & worth to buy.. You're not gonna regret after buying this earphone 😁👍,4.0 out of 5 stars
Reviewed in India on 10 December 2018,Abdulkadeer,One of best and premium quality product by boat,"I am a music lover and most of the day I listens up the music and that too 3 hours approximately. Pros :. 1} Quality of material is really amazing and high premium quality wire has been used by manufacturers. 2} Extra ears buds in various sizes as an extra accessories feels really soft to ears which is good for long hours usage without any irritation, feels very fit and comfortable. 3} Amazing base and bits, clear vocals, beats, great and powerful output sound quality. 4} Tangle free wire in flat shaped that's another great feature. 5} head set cups made of metals for amazing performance and longer durability. Cons:. 1} that head set cups is little bit heavier but believe me after few days of usage doesn't even feel once you use to it. Overall all its an great experience and thanks for boat for such amazing product",5.0 out of 5 stars
Reviewed in India on 8 September 2018,Samir Dayal Singh,The Best Headphone in this range,"I simply love this product. Its more than a product; a philosophy.. It's made with tons of love.. Everyone could make better headphones, but they don't. As if they want people to keep buying new ones.. This one is so so durable. - the jack angle and material where it becomes a wire, is so optimised that it doesn't break.. - the packing was so wonderful, and the card inside it, talked about the headphone, and one could tell that they made it with a lot of love.. - the best part is the flat wires, and they have never entagled for me or my friends, ever, in months.. - the sound is very good, in this cost range, exceeds expectation. - the plugs are metal, and that's so cool. - they gave us so many earbuds, as if they really don't want us to throw it away just because we lost the buds. They are a young company, maybe, and it seems as if they are giving a tight slap into the face of the other headphone companies.. I simply love the product.",5.0 out of 5 stars
Reviewed in India on 12 June 2019,Hani,Worst  product please don't buy,Worst product I have ever bought. Sound quality is very poor. Bass is of no use. It's very heavy due to that metal bud keeps falling off often and often. Extra buds are of no use it doesn't adjust to my ears. Can't use for more than 5min I started getting headache. Continues use of it may lead to serious health issues. Regretting for wasting ₹599/- for such a worst product. I don't know how people gave 5 stars. By reading the reviews I bought it and now threw it in the dustbin. For music lovers it's a big NO.. Highly recommended not to buy. I give 0 star.,1.0 out of 5 stars
Reviewed in India on 18 January 2019,GooberTheGhost,Below Average Sound Qulaity,"Sound Quality is below average. In-Ear is only in the name. Does not sit comfortably, ideally in the ear. Very uncomfortable listening to music for long hours.. Previous purchases with better quality are listed as below (In order of preferences). 1. Sony MDR-EX150AP In-Ear Headphones with Mic (Black). 2. JBL T110 In-Ear Headphones with Mic (Black). 3. Sennheiser CX 180 Street II In-Ear Headphone (Black), without Mic",1.0 out of 5 stars
Reviewed in India on 10 July 2018,Mayur Soni,Go buy it,"I have always used the original headphones that sony provided with their walkman series phones before android came. In case of issues, i havr always bought original headsets from sony centers brcause of their product and sound quality. This was the first time i invested in a headset from someone other than sony and i must say - these headsets are very nice. They sound very good. They have buds so they block outside noice and u get to experience pure sound. The wires are also quite good in quality and are less like to get tangled. Good bang for yhe bucks.. Update (16 oct 2020) - my boats earphone the review for which I wrote above stopped working after more than 2 years of continuous and heavy use every single day of the year. With my experience of this earhone, I went and ordered the same earphone again without blinking an eye. Turns out, this time I received a duplicate or fake copy because the base is crappy. I tried the earphones on my laptop as well as on ma y of my phones.the bass is just bad, really bad. The retailer who sent this piece to me sent a duplicate one. Shame on those pathetic losers. Just for the sake of 500 rupees, they threw their reputation out of the window. I did not expect such cheaply product from Amazon - the supermarket online store owned by the wealthiest jeff bezos. Unfortunately, ithrew the packaging away as soon as I unboxed the product and that is why I cannot go for a replacement. But really, to the seller - you disgust me",4.0 out of 5 stars
Reviewed in India on 17 March 2018,RB!!,"Poor design, low on performance. Don't suggest","Not a good purchase. Made mistake. Purchased 5months back . Bow are my top 2 reasons. 1. Doesn't fit I to the ears properly, falls off quite often from either of the years.. 2. Absloutely no noise cancellation . Have been trying to use it on laptop to attend calls but found it a pain to do so",2.0 out of 5 stars
Reviewed in India on 4 March 2019,Ashwin,. Within 5 months Left side stopped working. REPLACEMENT RECEIVED AND THAT WAS ALSO DEFECTIVE,"**** DO NOT BUY THIS **** WORST CUSTOMER SUPPORT THOUGHT THEY CLAIM WARRANTY ***. Left side ear phone stopped working within 5 months of purchase. very poor. Their Customer care and warranty claim mechanism is very bad that I have sent my head phone back to them but don't where it is and it's been more than weeks and no response from their side. 24/7 nobody picks call from the support side of Boat.. The ear bud is not intact. Keeps falling out every now and then.. Later got a replacement for the complaint i filed and again I got a defective product and different color(I was fine with that).. When connected to mobile , songs gets automatically paused and played continuously and never lets you to listen to songs at all.",1.0 out of 5 stars
Reviewed in India on 13 July 2019,Shridhar Agarkar,Don't destroy your sensitivity,"Totally unsatisfied with the output. I baught these after buying Boat Avanti Soundbar. It is a magnificent product. But these bassheads 225 is a complete waste of money. I will prefer Jbl or Senheiser over these. Developers has completely forgotten to work on the mids, even after you try to equalise the output, only muffled bass comes out destorting your vocals and other mids. PLEASE don't fall prey on the low value and destort your ear sensitivity and urge to listen good music. Classical lovers should totally refrain from using these. Also I would like to mention the point that all the so called youtube reviewers have given very poor review. After you purchase the product you can conclude that they either have received hefty money for the review or they really don't understand anything about sound.. Once again, Do not buy it. Totally unsatisfied with this product.. Lesson learnt : If you are truly music lover then wait for some time, save money and buy good quality !",1.0 out of 5 stars
Reviewed in India on 21 August 2018,S Das,Value for money - Boat Bass Heads 225 Earphones,"A very durable metal bass heads head phones with mic. Good quality distortion/noise free sound and tested at high volumes.. This who complained about not fitting to ear canal, need to change the provided earbuds with the smaller size. Even I faced similar issue and changed to the smaller earbuds which gives a perfect fitting and doesn't drop off while walking or jogging.",5.0 out of 5 stars
Reviewed in India on 18 June 2019,Ankan Das,Loving it.,"Best sound quality and bass with good noise cancellation. But music is felt too loud to handle some time due to the rich base. But if you're looking for rich bass, durable and low cost headphone, this is the one for you.. Cons:. 1. Rich bass. 2. Highly durable, best for rough usage. 3. Great noise cancellation. 4. Loud sound. 5. Low cost than other headphones. 6. Highly durable. Cons:. 1. Music can be too loud sometimes. 2. Treble is overpowered by the bass. 3. Can't stand sweat. If you're sweaty like me, sweat can enter the button using the flat wire. It may cause you software glitches sometimes, which is a headache. But starts working after drying.",5.0 out of 5 stars
Reviewed in India on 11 September 2018,Sunil C.,Best earphones under 2000,"First when i bought this i was thinking how it will be but It has the bestest sound quality in under 2000 earphones, it is better than sony earphones.. Other companies don't have the wire quality like this earphone.. It has a great surround sound quality.. I tried more than 3 months and its giving me. Same performance as it is new.. It has balanced sound, and noice-canceling. Feature is good.. While calling microphone works well and quality is good.. I must tell you that if your budget is upto 2000 rupees than it is best for you.",5.0 out of 5 stars
Reviewed in India on 26 March 2019,Neerja,My experience is not good with it!,"Painful for ears, can't keep it for long duration. Also, it keeps on falling from ears on every shift/action you do. When others call, either they get irritated or I get irritated as the mic is useless and you need to continuously keep it in front of your mouth. I've seen other people talking on other earplugs easily talking without holding it continously. One ear plug stopped working even within guarantee period.",1.0 out of 5 stars
Reviewed in India on 9 November 2017,Sam Glider,Best cheapest earphones I've ever bought. (Rs. 500),"A very good product for Rs.500/-. I'm not an audiophile, but compared to other cheap earphones, this one is far superior in both physical and audible quality. The wire shows no signs of stress or strain even after 6 months of use. The audio also sounds (and feels) very good, as does the bass. Also has a mic and a button, which most earphones don't seem to have these days. Comes with extra earbuds, a clip, and earhooks. The wires are flat, which means very low chances of them entangling.. Worse part is that due to the quality, it is quite heavy, making it fall out of your ears. Thankfully, you can adjust the earbuds and make use of provided clip and hooks, but being light would've been better. Couple of months after purchase the volume dropped badly due to some internal problem, but it (almost) fixed itself a week later. I still hear some static on high bass, though, which is a shame for a ""BassHead"".. All in all, it worked better than any other earphone I've bought so far, and seems like it will for a lot more time.. (I see the rate has increased now. I bought this specifically because it was cheaper than others, had a mic, and looked to be of good quality. If this is still the cheaper option out there, then I can assure you you'll get the best bang for your buck.)",4.0 out of 5 stars
Reviewed in India on 7 July 2020,Arjun goyal,Everything is good sound bass noise cancellation but it comes out of ear,I loved this earphone and very satisfied with its performance but their is one con that it comes out of the ear beacuse of its metal body so if you are ok with it then buy without thinking otherwise ant audio is best but u can't get the customer care experience of boat from ant.,4.0 out of 5 stars
